month;country;code;value;netto;quantity;region;district;direction_eng;measure_eng;load_date  
01/2016;KR;3910000008;4709;396;0;46000;01;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;VN;4009410000;1;0;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                      
01/2016;TW;8504403002;2150;2;84;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                
01/2016;PL;6810990000;1433;316;0;27000;02;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;KH;4015900000;4068;143;0;27000;02;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;FR;8481801100;3387;253;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;IT;7307291008;148;1;0;75000;05;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;BG;8504409000;3326;38;5;40000;02;IM;ShT;2024-05-01T00:00:00.000+03:00                
01/2016;DE;3506910000;10466;1800;0;60000;03;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;TR;8412298109;968;11;1;40000;02;IM;ShT;2024-04-01T00:00:00.000+03:00                 
01/2016;CN;9405105009;12686;1972;0;03000;03;IM;1;2024-04-01T00:00:00.000+03:00               
01/2016;CN;8111001100;38975;25000;0;41000;02;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;US;2820100000;1870;817;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;CN;8542319010;19794;15;65290;20000;01;IM;ShT;2024-01-01T00:00:00.000+03:00           
01/2016;SI;8536508000;18289;501;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;NL;8482500009;536;7;17;40000;02;IM;ShT;2024-01-01T00:00:00.000+03:00                 
01/2016;CN;4417000000;880;173;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;CN;8421210009;1879;298;1604;60000;03;IM;ShT;2024-01-01T00:00:00.000+03:00            
01/2016;FI;9031200000;11646;13;4;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00               
01/2016;DE;5906999000;846;60;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;CN;9006690000;667;3;13;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                 
01/2016;TW;8483508000;473;26;14;46000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                
01/2016;PK;6307901000;405;40;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;BG;6403999100;9873;288;328;45000;01;IM;PAR;2024-04-01T00:00:00.000+03:00             
01/2016;DE;8207709000;16308;148;0;27000;02;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;MX;9031803400;11;0;5;40000;02;IM;ShT;2024-04-01T00:00:00.000+03:00                   
01/2016;KR;8544429009;417300;32289;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00             
01/2016;DE;3824400000;41312;4670;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;GB;3909509000;1103;344;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00                 
01/2016;SK;8482109008;3578;70;186;42000;01;IM;ShT;2024-02-01T00:00:00.000+03:00              
01/2016;PL;8450111100;9809;4400;80;45000;01;IM;ShT;2024-05-01T00:00:00.000+03:00             
01/2016;CN;6116930000;6492;593;17400;65000;05;IM;PAR;2024-01-01T00:00:00.000+03:00           
01/2016;CN;8421310000;99689;17338;31996;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00        
01/2016;PL;8708939009;829;62;0;27000;02;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;MX;9018390000;138;1;4;70000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                  
01/2016;ZM;0603198000;33;3;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;RO;7228608000;14773;7725;0;42000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;CN;4009320000;7842;2522;0;05000;07;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;IL;8525801900;1109;2;1;92000;04;IM;ShT;2024-03-01T00:00:00.000+03:00                 
01/2016;PL;7304399209;436;6;0;92000;04;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;SE;8482200009;4484;307;62;46000;01;IM;ShT;2024-03-01T00:00:00.000+03:00              
01/2016;CN;3401300000;22138;6447;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;CO;0202309004;170500;50000;0;05000;07;IM;1;2024-03-01T00:00:00.000+03:00             
01/2016;GB;4009410000;128;0;0;32000;06;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;KR;8207801900;5134;77;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;ES;8413200000;26975;4317;2295;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00          
01/2016;DE;6112419000;96;2;14;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                  
01/2016;HU;8536901000;63;0;0;29000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;VN;6810119000;7999;22838;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;DE;8407330000;249;160;1;50000;06;IM;ShT;2024-02-01T00:00:00.000+03:00                
01/2016;CN;8714963000;22276;7881;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;CN;2914290000;84;2;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;FR;7220204100;25324;8862;0;41000;02;IM;1;2024-06-01T00:00:00.000+03:00               
01/2016;DE;8483308007;221;21;516;83000;08;IM;ShT;2024-03-01T00:00:00.000+03:00               
01/2016;CN;8483109500;2853;180;317;78000;01;IM;ShT;2024-02-01T00:00:00.000+03:00             
01/2016;TW;8536901000;14771;352;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;GB;7318210001;519;25;0;41000;02;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;CN;8414600009;72;20;1;40000;02;IM;ShT;2024-02-01T00:00:00.000+03:00                  
01/2016;CN;6805100000;21429;15899;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;DE;8448330000;342;0;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;DE;9002900009;7723;17;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;IT;3402130000;277182;112521;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00            
01/2016;CZ;5603919000;307756;123228;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00            
01/2016;DE;6117801009;466;1;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;UA;6804210000;12621;401;0;15000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;GB;5911909000;302;27;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;BD;6209300000;17;1;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;KR;3811900000;16630;1084;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;CZ;3926300000;47718;2802;0;22000;04;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;CN;6403993600;71063;2134;1960;49000;02;IM;PAR;2024-03-01T00:00:00.000+03:00          
01/2016;LT;3507909000;11371;3;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;DE;8483608000;226;0;3;03000;03;IM;ShT;2024-02-01T00:00:00.000+03:00                  
01/2016;JP;8544429007;26617;635;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;RS;6111309000;69;0;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;CN;4011500000;53356;27579;36254;05000;07;IM;ShT;2024-01-01T00:00:00.000+03:00        
01/2016;CN;8307100009;376;16;0;35000;09;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;JP;9026208000;1278;109;2314;05000;07;IM;ShT;2024-03-01T00:00:00.000+03:00            
01/2016;JP;7318169109;299;45;0;78000;01;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;CN;3926909200;25554;8833;0;18000;03;IM;1;2024-04-01T00:00:00.000+03:00               
01/2016;SE;9026102900;3643;26;17;75000;05;IM;ShT;2024-02-01T00:00:00.000+03:00               
01/2016;MT;8708999709;5;0;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                      
01/2016;VN;1108140000;17366;38000;0;75000;05;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;DE;8483602000;2630;167;65;40000;02;IM;ShT;2024-03-01T00:00:00.000+03:00              
01/2016;FI;9002900009;17659;131;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;RO;8536209008;8930;176;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;MM;6402919000;10048;1002;1234;46000;01;IM;PAR;2024-01-01T00:00:00.000+03:00          
01/2016;ES;8425490000;113741;13617;8277;29000;01;IM;ShT;2024-02-01T00:00:00.000+03:00        
01/2016;ID;1301900000;10013;2000;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;FR;2915390000;57675;19800;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;TR;8544499309;2441;222;0;36000;04;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;SK;3102101000;142;200;92;41000;02;IM;KG N;2024-03-01T00:00:00.000+03:00              
01/2016;FR;2208201200;2190;148;41;36000;04;IM;L 100% SPIRTA;2024-02-01T00:00:00.000+03:00    
01/2016;TH;4823908597;1;0;0;45000;01;IM;1;2024-06-01T00:00:00.000+03:00                      
01/2016;US;3925908000;7572;327;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;US;6815109009;7313;32;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;CN;8541290000;25944;140;931500;29000;01;IM;ShT;2024-02-01T00:00:00.000+03:00         
01/2016;JP;8482109008;60629;3945;11564;40000;02;IM;ShT;2024-04-01T00:00:00.000+03:00         
01/2016;CZ;4802551500;14148;12763;0;22000;04;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;US;8536201008;15;0;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;TN;0307910000;7348;620;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;IL;5205320000;150986;33434;0;41000;02;IM;1;2024-05-01T00:00:00.000+03:00             
01/2016;DE;8543709000;363;2;1;70000;01;IM;ShT;2024-05-01T00:00:00.000+03:00                  
01/2016;IL;7318210009;80;0;0;92000;04;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;US;7907000009;183;3;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;FR;1108120000;17990;24000;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;JP;4009320000;808;40;0;60000;03;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;CN;3926909200;2832;165;0;92000;04;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;HK;9503002100;19195;2832;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;JP;6902209900;11880;10800;0;05000;07;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;VN;8302500000;12460;1870;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;IT;9401903000;6536;1295;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;IN;6107910000;3509;142;720;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00             
01/2016;DE;5903209000;10469;799;1997;27000;02;IM;M2;2024-01-01T00:00:00.000+03:00            
01/2016;CN;8201300000;83896;46696;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;IN;0806101000;16920;12000;0;08000;07;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;MY;9403202009;331;100;0;27000;02;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;CZ;7326909309;1305;108;0;22000;04;IM;1;2024-04-01T00:00:00.000+03:00                 
01/2016;US;8501510009;1323;95;10;27000;02;IM;ShT;2024-03-01T00:00:00.000+03:00               
01/2016;CN;3919900000;44542;12780;0;04000;06;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;BE;3204160000;14300;1000;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;CN;8708923509;40;13;0;94000;04;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;MD;2204219800;94465;117372;76071;45000;01;IM;L;2024-04-01T00:00:00.000+03:00         
01/2016;UA;3923100000;117151;54730;0;14000;01;IM;1;2024-02-01T00:00:00.000+03:00             
01/2016;TW;8301600009;156;14;0;50000;06;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;NL;2921290000;6388;2340;0;45000;01;IM;1;2024-06-01T00:00:00.000+03:00                
01/2016;UA;4819400000;126179;75738;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00             
01/2016;CN;8708405009;7111;375;0;75000;05;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;RO;8431492000;3078;327;0;46000;01;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;BE;3909509000;2549;349;0;45000;01;IM;1;2024-06-01T00:00:00.000+03:00                 
01/2016;TR;5806310000;1034;103;0;36000;04;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;IT;9031803400;1417;3;10;75000;05;IM;ShT;2024-02-01T00:00:00.000+03:00                
01/2016;NL;8483409000;2037;62;1;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                
01/2016;SE;3903909000;6117;2280;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;JP;8207505000;66;0;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;GB;8544200000;784;19;0;64000;07;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;FR;7307910000;27362;5854;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;DE;7315111000;46;1;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;DE;1806909000;9497;1945;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;IT;8481109909;266;7;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;VN;4205009000;3;1;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                      
01/2016;ID;6207910000;33;1;3;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                   
01/2016;AT;9017203900;359;19;600;46000;01;IM;ShT;2024-01-01T00:00:00.000+03:00               
01/2016;NL;8479899708;515459;25945;94;40000;02;IM;ShT;2024-02-01T00:00:00.000+03:00          
01/2016;CN;9503001009;171;34;0;91000;08;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;CA;7326909309;31936;136;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;CN;8414208000;52065;13052;40593;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00        
01/2016;BD;6404199000;44564;2139;2926;45000;01;IM;PAR;2024-04-01T00:00:00.000+03:00          
01/2016;US;2710199800;318;29;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;FR;8207199001;3793;159;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;US;8202998000;1538;22;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;FR;9405409109;1029;0;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;LT;8207703800;49749;2;0;71000;05;IM;1;2024-04-01T00:00:00.000+03:00                  
01/2016;BE;8708709909;952;309;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;RO;8418108001;19018;4885;81;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00            
01/2016;DK;4016999708;3987;8;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;CN;8504509500;4747;296;29485;05000;07;IM;ShT;2024-03-01T00:00:00.000+03:00           
01/2016;HU;8538909100;4685;27;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;CN;6307101000;6064;964;0;50000;06;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;CN;3507909000;87878;5086;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;ID;8473308000;1219;6;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;CN;8707909001;1876;670;1;10000;07;IM;ShT;2024-04-01T00:00:00.000+03:00               
01/2016;KR;8481209009;15;3;0;41000;02;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;DE;8484900000;1471;56;0;29000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;IN;6205200000;60586;2669;11751;46000;01;IM;ShT;2024-01-01T00:00:00.000+03:00         
01/2016;US;3916909000;16939;2035;0;71000;05;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;CN;7318190009;533;26;0;86000;02;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;CN;3002905000;8594;1042;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;AT;2007995008;5868;2488;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;NL;2202100000;109;82;79;41000;02;IM;L;2024-07-01T00:00:00.000+03:00                  
01/2016;DE;2208501100;619;611;171;40000;02;IM;L 100% SPIRTA;2024-01-01T00:00:00.000+03:00    
01/2016;CN;8448590000;549;119;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;ES;3304910000;1734;39;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;LU;3924100000;776;105;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;FR;8539299800;184;1;250;45000;01;IM;ShT;2024-06-01T00:00:00.000+03:00                
01/2016;US;8473302008;485;2;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;TH;8482101009;370;3;220;46000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                
01/2016;DE;3923409000;1446;18;0;60000;03;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;TR;8504901800;92953;25144;0;20000;01;IM;1;2024-05-01T00:00:00.000+03:00              
01/2016;MY;9603500009;49;15;51;40000;02;IM;ShT;2024-02-01T00:00:00.000+03:00                 
01/2016;IN;8484100009;296;5;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;NL;8309909000;11;3;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;NL;4016930001;982;1;0;41000;02;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;DE;6115220000;830;12;134;45000;01;IM;ShT;2024-05-01T00:00:00.000+03:00               
01/2016;DE;1502101000;78458;107200;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00             
01/2016;CZ;3005903100;155;10;0;50000;06;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;KR;8523511000;65821;194;43193;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00          
01/2016;CN;3909300001;111200;80000;0;32000;06;IM;1;2024-03-01T00:00:00.000+03:00             
01/2016;DE;0602905000;1778;505;4750;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00            
01/2016;CH;2402209000;7442;385;260;45000;01;IM;1000 ShT;2024-04-01T00:00:00.000+03:00        
01/2016;EE;7304399209;33;1;0;29000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;JP;8523519300;7114;2;16;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                
01/2016;IT;6908909300;1844;2871;204;07000;08;IM;M2;2024-03-01T00:00:00.000+03:00             
01/2016;PT;8534009000;741;6;0;27000;02;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;NL;1209919000;2956;281;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00                 
01/2016;BE;8481109909;115;0;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;IT;9022900000;19231;241;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;IT;7323999100;37030;13324;0;46000;01;IM;1;2024-05-01T00:00:00.000+03:00              
01/2016;TH;6110309900;49232;1691;5084;45000;01;IM;ShT;2024-07-01T00:00:00.000+03:00          
01/2016;NL;4819200000;50124;16050;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;US;9032108900;9936;92;435;46000;01;IM;ShT;2024-01-01T00:00:00.000+03:00              
01/2016;IT;2003909000;145;41;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;MY;1511909908;99557;104580;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00             
